id_plot;id_tree;species_code;species_name;number_of_increment_years;date_final;c130_initial;c130_final;htot_final;age130;weight
3973;1;9;Fagus sylvatica;5;2004;124.7689551;128;27;NA;14.14
3973;2;62;Picea abies;5;2004;174.3382263;179;35.5;NA;14.14
3973;3;62;Picea abies;5;2004;118.3424202;127;31;NA;14.14
3973;4;62;Picea abies;5;2004;119.6722586;125;33;NA;14.14
3973;5;62;Picea abies;5;2004;116.3382263;121;33;NA;14.14
3973;6;62;Picea abies;5;2004;111.6680647;113;25.5;NA;39.28
3973;7;9;Fagus sylvatica;5;2004;64.9530743;74;27.5;NA;39.29
3973;8;9;Fagus sylvatica;5;2004;92.59928327;101;33.5;NA;39.28
3973;9;62;Picea abies;5;2004;106.6764526;116;32;NA;39.28
3973;10;62;Picea abies;5;2004;91.00419395;95;31;NA;39.29
3973;11;9;Fagus sylvatica;5;2004;75.76895511;79;27.5;NA;39.29
3973;12;9;Fagus sylvatica;5;2004;27.70758204;29;10.6;NA;88.41
3973;13;9;Fagus sylvatica;5;2004;21.53791021;28;6;NA;88.41
3973;14;62;Picea abies;5;2004;33.66806465;35;6.5;NA;88.41
4740;1;62;Picea abies;5;2004;294.0062909;300;31;NA;14.13
4740;2;62;Picea abies;5;2004;188.0104849;198;26.7;NA;14.14
4740;3;61;Abies alba;5;2004;146.7010545;160;25;NA;14.14
4740;4;61;Abies alba;5;2004;128.7010545;142;24.7;NA;14.14
4740;5;61;Abies alba;5;2004;156.7062126;172;28.7;NA;14.14
4740;6;9;Fagus sylvatica;5;2004;121.3682384;133;25.2;NA;14.14
4740;7;61;Abies alba;5;2004;94.03610718;108;23;NA;39.28
4740;8;9;Fagus sylvatica;5;2004;71.7220294;84;18.5;NA;39.29
4740;9;23AB;Sorbus aria;5;2004;77.95208059;82;20.5;NA;39.29
4740;10;23AB;Sorbus aria;5;2004;72.95208059;77;21;NA;39.29
4740;11;23AB;Sorbus aria;5;2004;86.9760403;89;22.5;NA;39.29
4740;12;23AB;Sorbus aria;5;2004;70.9760403;73;20.5;NA;39.29
4740;13;23AB;Sorbus aria;5;2004;86.30138706;89;19;NA;39.29
4740;14;9;Fagus sylvatica;5;2004;87.59928327;96;19.5;NA;39.29
4740;15;61;Abies alba;5;2004;50.34536906;55;17.5;NA;88.4
4740;20;2;Quercus robur;5;2004;77.62745463;79;20.5;NA;39.29
5946;1;61;Abies alba;5;2004;215.7216871;237;25.5;NA;14.14
5946;2;61;Abies alba;5;2004;131.716529;151;22.5;NA;14.14
5946;3;61;Abies alba;5;2004;175.3608436;186;24.3;NA;14.14
5946;4;61;Abies alba;5;2004;162.6804218;168;23.2;NA;14.14
5946;5;61;Abies alba;5;2004;124.3505272;131;26;NA;14.14
5946;6;61;Abies alba;5;2004;192.3763181;209;25.3;NA;14.14
5946;7;62;Picea abies;5;2004;76.67225861;82;18.5;NA;39.29
5946;8;9;Fagus sylvatica;5;2004;26.30686532;36;12;NA;88.41
5946;9;9;Fagus sylvatica;5;2004;60.30686532;70;15.5;NA;88.39
5946;10;9;Fagus sylvatica;5;2004;26.70758204;28;11;NA;88.41
5946;11;9;Fagus sylvatica;5;2004;41.53791021;48;12.5;NA;88.41
5946;12;9;Fagus sylvatica;5;2004;63.18411919;69;17;NA;88.39
5946;13;9;Fagus sylvatica;5;2004;28.06137306;30;11;NA;88.41
5946;14;9;Fagus sylvatica;5;2004;26.76895511;30;10;NA;88.41
9974;1;61;Abies alba;5;2004;90.01547451;96;16.5;NA;39.29
9974;2;3;Quercus petraea;5;2004;47.94118194;50;10;NA;88.4
9974;3;3;Quercus petraea;5;2004;51.31372731;52;10;NA;88.4
9974;4;3;Quercus petraea;5;2004;38.62745463;40;10;NA;88.41
9974;5;23AB;Sorbus aria;5;2004;21.62673383;25;8.5;NA;88.42
9974;6;21O;Acer opalus;5;2004;21.03414346;25;8.2;NA;265.25
9974;7;3;Quercus petraea;5;2004;45.62745463;47;9.5;NA;88.41
9974;8;3;Quercus petraea;5;2004;56.62745463;58;10;NA;88.4
9974;9;3;Quercus petraea;5;2004;38.31372731;39;6.5;NA;88.41
9974;10;3;Quercus petraea;5;2004;41.62745463;43;9;NA;88.41
9974;11;20G;Tilia platyphyllos;5;2004;31.32534677;32;8;NA;88.41
9974;12;20G;Tilia platyphyllos;5;2004;36.32534677;37;7.5;NA;88.41
9974;13;20G;Tilia platyphyllos;5;2004;56.9760403;59;10.8;NA;88.4
9974;14;3;Quercus petraea;5;2004;30.31372731;31;6.6;NA;88.41
11212;1;9;Fagus sylvatica;5;2004;88.76895511;92;18;NA;39.29
11212;2;9;Fagus sylvatica;5;2004;72.70758204;74;18;NA;39.29
11212;3;9;Fagus sylvatica;5;2004;82.12274613;86;17.5;NA;39.29
11212;4;9;Fagus sylvatica;5;2004;78.70758204;80;15.5;NA;39.29
11212;5;9;Fagus sylvatica;5;2004;74.70758204;76;21;NA;39.29
11212;6;23AB;Sorbus aria;5;2004;25;25;8;NA;88.42
11212;7;23AB;Sorbus aria;5;2004;34;34;10.5;NA;88.41
11212;8;23AB;Sorbus aria;5;2004;31.65069353;33;10;NA;88.41
11212;9;9;Fagus sylvatica;5;2004;42.35379102;43;13.5;NA;88.41
11212;10;9;Fagus sylvatica;5;2004;48.70758204;50;17.5;NA;88.4
11212;11;9;Fagus sylvatica;5;2004;58.35379102;59;15.4;NA;88.4
11212;12;9;Fagus sylvatica;5;2004;37.35379102;38;12.6;NA;88.41
11212;13;9;Fagus sylvatica;5;2004;60.70758204;62;15;NA;88.4
11212;14;9;Fagus sylvatica;5;2004;62.35379102;63;15;NA;88.39
11212;15;9;Fagus sylvatica;5;2004;46.41516408;49;13;NA;88.4
13756;1;3;Quercus petraea;5;2004;80.50981851;86;14.2;NA;39.29
13756;2;3;Quercus petraea;5;2004;80.56863657;84;16.2;NA;39.29
13756;3;3;Quercus petraea;5;2004;71.94118194;74;13.8;NA;39.29
13756;4;3;Quercus petraea;5;2004;40.31372731;41;10.5;NA;176.82
13756;5;3;Quercus petraea;5;2004;47.31372731;48;11;NA;176.81
13756;6;3;Quercus petraea;5;2004;63.62745463;65;13.5;NA;176.79
13756;7;3;Quercus petraea;5;2004;64.94118194;67;13.5;NA;176.78
13756;8;3;Quercus petraea;5;2004;59.62745463;61;13.8;NA;176.79
13756;9;3;Quercus petraea;5;2004;59.31372731;60;9;NA;176.79
13756;10;21O;Acer opalus;5;2004;39.35609564;42;10.6;NA;88.41
13756;11;11;Carpinus betulus;5;2004;39.76586453;43;9.4;NA;88.41
15569;1;10;Castanea sativa;5;2004;267.2357403;274;26.8;NA;14.14
15569;2;10;Castanea sativa;5;2004;362.2942961;365;23.2;NA;14.13
15569;3;33N;Populus nigra;5;2004;301.9520806;306;40;NA;14.13
15569;4;33N;Populus nigra;5;2004;284.6027741;290;40;NA;14.13
15569;5;11;Carpinus betulus;5;2004;71.06345811;84;24;NA;39.29
15569;6;10;Castanea sativa;5;2004;68.23574035;75;20.4;NA;39.29
15569;7;11;Carpinus betulus;5;2004;90.06345811;103;22;NA;39.28
15569;8;17C;Fraxinus excelsior;5;2004;87.32739279;90;27;NA;39.29
15569;9;17C;Fraxinus excelsior;5;2004;78.65478558;84;28;NA;39.29
15569;10;10;Castanea sativa;5;2004;28.94144421;33;11;NA;88.41
15569;11;31;Corylus avellana;5;2004;32.36986524;39;16;NA;176.82
15569;12;11;Carpinus betulus;5;2004;62.11903743;66;16;NA;88.39
15569;13;10;Castanea sativa;5;2004;47.29429614;50;16.8;NA;88.4
15569;14;11;Carpinus betulus;5;2004;54.76586453;58;15;NA;88.4
15569;15;21C;Acer campestre;5;2004;29.71219128;35;11.2;NA;88.41
15569;16;11;Carpinus betulus;5;2004;61.17855615;67;20;NA;88.39
17029;1;9;Fagus sylvatica;5;2004;155.8447755;172;21.5;NA;14.14
17029;2;62;Picea abies;5;2004;238.0167758;254;30.2;NA;14.14
17029;3;12V;Betula pendula;5;2004;131.8939909;136;17;NA;14.14
17029;4;24;Populus tremula;5;2004;121.57563;125;18.6;NA;14.14
17029;5;22M;Prunus avium;5;2004;72.34501322;77;17;NA;39.29
17029;6;62;Picea abies;5;2004;99.0188728;117;20.6;NA;39.28
17029;7;22M;Prunus avium;5;2004;99.67500944;103;19.6;NA;39.28
17029;8;22M;Prunus avium;5;2004;79.34000756;82;19.2;NA;39.29
17029;9;3;Quercus petraea;5;2004;74.62745463;76;13;NA;39.29
17029;10;3;Quercus petraea;5;2004;77.50981851;83;15.5;NA;39.29
17029;11;3;Quercus petraea;5;2004;81.25490926;84;15.5;NA;39.29
17029;12;62;Picea abies;5;2004;88.3361293;91;14.2;NA;39.29
17029;13;11;Carpinus betulus;5;2004;40.82538324;46;12;NA;88.41
17029;14;11;Carpinus betulus;5;2004;45.17855615;51;13;NA;88.4
17423;1;62;Picea abies;5;2004;126.6764526;136;27;NA;14.14
17423;2;61;Abies alba;5;2004;115.0257908;125;26.2;NA;14.14
17423;3;61;Abies alba;5;2004;152.0154745;158;26.4;NA;14.14
17423;4;62;Picea abies;5;2004;120.3445172;131;25.5;NA;14.14
17423;5;62;Picea abies;5;2004;88.34242024;97;18.2;NA;39.29
17423;6;61;Abies alba;5;2004;68.68042178;74;15.2;NA;39.29
17423;7;61;Abies alba;5;2004;101.7113708;119;26.4;NA;39.28
17423;8;9;Fagus sylvatica;5;2004;91.30686532;101;18;NA;39.28
17423;9;61;Abies alba;5;2004;98.68557995;106;22;NA;39.28
17423;10;15S;Acer pseudoplatanus;5;2004;66.40731083;75;17.2;NA;39.29
17423;11;15S;Acer pseudoplatanus;5;2004;97.72926301;105;19.4;NA;39.28
17423;12;15S;Acer pseudoplatanus;5;2004;90.78047821;104;19.2;NA;39.28
17423;13;9;Fagus sylvatica;5;2004;47.76895511;51;13.5;NA;88.4
17423;14;62;Picea abies;5;2004;45.67016163;49;8.6;NA;88.4
17423;15;62;Picea abies;5;2004;25.3361293;28;5.8;NA;88.41
17423;16;62;Picea abies;5;2004;26.00838791;34;7;NA;88.41
17423;17;61;Abies alba;5;2004;35.69073812;45;9;NA;88.41
17890;1;24;Populus tremula;5;2004;131.945378;134;28.5;NA;14.14
17890;2;10;Castanea sativa;5;2004;131.9414442;136;26.7;NA;14.14
17890;3;62;Picea abies;5;2004;124.3361293;127;32.5;NA;14.14
17890;4;62;Picea abies;5;2004;123.6722586;129;34.5;NA;14.14
17890;5;62;Picea abies;5;2004;123.6701616;127;32.5;NA;14.14
17890;6;20P;Tilia cordata;5;2004;122.3013871;125;33.5;NA;14.14
17890;7;17C;Fraxinus excelsior;5;2004;124.659241;128;28.5;NA;14.14
17890;8;17C;Fraxinus excelsior;5;2004;158.9866338;165;28;NA;14.14
17890;9;20P;Tilia cordata;5;2004;119.6027741;125;31.5;NA;14.14
17890;10;24;Populus tremula;5;2004;127.945378;130;29.5;NA;14.14
17890;11;61;Abies alba;5;2004;135.7062126;151;31;NA;14.14
17890;12;21C;Acer campestre;5;2004;74.67804782;76;17;NA;39.29
17890;13;20P;Tilia cordata;5;2004;79.62673383;83;30;NA;39.29
17890;14;62;Picea abies;5;2004;64.66806465;66;15;NA;88.39
17890;15;21C;Acer campestre;5;2004;37.33902391;38;12.5;NA;88.41
17890;16;61;Abies alba;5;2004;50.01031634;54;15.2;NA;88.4
19112;1;62;Picea abies;5;2004;154.6722586;160;26.4;NA;14.14
19112;2;62;Picea abies;5;2004;138.004194;142;23;NA;14.14
19112;3;61;Abies alba;5;2004;142.6701054;144;20;NA;14.14
19112;4;62;Picea abies;5;2004;167.004194;171;27;NA;14.14
19112;5;9;Fagus sylvatica;5;2004;49.06137306;51;14.7;NA;265.21
19112;6;9;Fagus sylvatica;5;2004;25.35379102;26;12.5;NA;265.25
19112;7;9;Fagus sylvatica;5;2004;41.06137306;43;15.1;NA;265.22
19112;8;9;Fagus sylvatica;5;2004;24.35379102;25;10.5;NA;265.25
19112;9;9;Fagus sylvatica;5;2004;29.35379102;30;13.5;NA;265.24
19112;10;9;Fagus sylvatica;5;2004;53.35379102;54;14.2;NA;88.4
19112;11;15S;Acer pseudoplatanus;5;2004;48.01707173;50;16.5;NA;88.4
19112;12;62;Picea abies;5;2004;40.33403233;41;8.3;NA;88.41
19783;1;62;Picea abies;5;2004;97.68274349;113;15.2;NA;39.28
19783;2;62;Picea abies;5;2004;85.34661419;98;15.2;NA;39.29
19783;3;25M;Salix caprea;5;2004;44.53043043;48;7.2;NA;88.41
19783;4;25M;Salix caprea;5;2004;38.83651651;43;11;NA;88.41
19783;5;25M;Salix caprea;5;2004;41.1426026;46;11;NA;88.41
19970;1;62;Picea abies;5;2004;111.0167758;127;22;NA;14.14
19970;2;62;Picea abies;5;2004;122.0125819;134;22;NA;14.14
19970;3;62;Picea abies;5;2004;99.02096977;119;20.5;NA;39.28
19970;4;61;Abies alba;5;2004;85.39179258;108;16;NA;39.28
19970;5;62;Picea abies;5;2004;102.3508081;119;21;NA;39.28
19970;6;15S;Acer pseudoplatanus;5;2004;45.11950212;59;12.6;NA;88.4
19970;7;17C;Fraxinus excelsior;5;2004;25.98663377;32;13.2;NA;88.41
19970;8;17C;Fraxinus excelsior;5;2004;19.65478558;25;12;NA;88.42
19970;9;17C;Fraxinus excelsior;5;2004;24.98217836;33;13.8;NA;88.41
19970;10;61;Abies alba;5;2004;11.70105446;25;6;NA;88.42
19970;11;17C;Fraxinus excelsior;5;2004;19.30957115;30;12.8;NA;88.41
19970;12;62;Picea abies;5;2004;36.34242024;45;10.5;NA;88.41
19970;13;62;Picea abies;5;2004;47.35290512;66;15;NA;88.39
19970;14;62;Picea abies;5;2004;40.33822628;45;12.8;NA;88.41
19970;15;17C;Fraxinus excelsior;5;2004;34.32293738;39;16;NA;88.41
19970;16;61;Abies alba;5;2004;37.01547451;43;13;NA;88.41
19970;17;17C;Fraxinus excelsior;5;2004;44.65033017;52;14;NA;88.4
24741;1;62;Picea abies;5;2004;127.004194;131;19.7;NA;14.14
24741;2;62;Picea abies;5;2004;143.6722586;149;20.5;NA;14.14
24741;3;62;Picea abies;5;2004;127.3361293;130;21;NA;14.14
24741;4;62;Picea abies;5;2004;153.3382263;158;20.8;NA;14.14
24741;5;62;Picea abies;5;2004;129.3382263;134;22;NA;14.14
24741;6;62;Picea abies;5;2004;187.0083879;195;22;NA;14.14
24741;7;62;Picea abies;5;2004;104.6722586;110;19.2;NA;39.28
24741;8;62;Picea abies;5;2004;38.00419395;42;7.3;NA;88.41
24741;9;62;Picea abies;5;2004;24.67225861;30;7.5;NA;88.41
24741;10;62;Picea abies;5;2004;35.67435558;43;9.6;NA;88.41
24741;11;62;Picea abies;5;2004;30.3361293;33;7.1;NA;88.41
24741;12;62;Picea abies;5;2004;22.67225861;28;5.5;NA;88.41
24741;13;62;Picea abies;5;2004;59.01048489;69;13.6;NA;88.39
24741;14;62;Picea abies;5;2004;32.00629093;38;9.6;NA;88.41
24741;15;62;Picea abies;5;2004;32.67225861;38;7;NA;88.41
27409;1;17C;Fraxinus excelsior;5;2004;16.96881214;31;13.5;NA;176.83
27409;2;17C;Fraxinus excelsior;5;2004;22.94653509;47;16.2;NA;176.81
27409;3;17C;Fraxinus excelsior;5;2004;22.30066033;37;14.2;NA;176.82
27409;4;17C;Fraxinus excelsior;5;2004;17.98217836;26;13.5;NA;176.83
27409;5;17C;Fraxinus excelsior;5;2004;28.2872941;49;12.8;NA;176.81
27409;6;17C;Fraxinus excelsior;5;2004;22.95544591;43;10.5;NA;176.82
34513;1;62;Picea abies;5;2004;67.00629093;73;21;NA;39.29
34513;2;21C;Acer campestre;5;2004;35.03414346;39;13.4;NA;88.41
34513;3;17C;Fraxinus excelsior;5;2004;26.32739279;29;13.6;NA;88.41
34513;4;17C;Fraxinus excelsior;5;2004;51.32293738;56;18.4;NA;88.4
34513;5;31;Corylus avellana;5;2004;23.02191914;27;9;NA;88.41
34513;6;17C;Fraxinus excelsior;5;2004;49.32739279;52;19;NA;88.4
34513;7;17C;Fraxinus excelsior;5;2004;44.32293738;49;19.4;NA;88.4
34513;8;17C;Fraxinus excelsior;5;2004;53.65924098;57;20;NA;88.4
35067;1;52;Pinus sylvestris;5;2004;129.1335447;132;28;NA;14.14
35067;2;62;Picea abies;5;2004;119.3445172;130;28;NA;14.14
35067;3;62;Picea abies;5;2004;115.6806465;129;31;NA;14.14
35067;4;62;Picea abies;5;2004;117.0104849;127;28.5;NA;14.14
35067;5;62;Picea abies;5;2004;133.0146788;147;25;NA;14.14
35067;6;2;Quercus robur;5;2004;119.1960912;124;18.5;NA;14.14
35067;7;2;Quercus robur;5;2004;165.1960912;170;20;NA;14.14
35067;8;62;Picea abies;5;2004;128.0104849;138;29.5;NA;14.14
35067;9;2;Quercus robur;5;2004;131.5098185;137;21;NA;14.14
35067;10;62;Picea abies;5;2004;169.004194;173;30.5;NA;14.14
35067;11;62;Picea abies;5;2004;115.0146788;129;29;NA;14.14
35067;12;24;Populus tremula;5;2004;115.8361341;122;26.5;NA;14.14
35067;13;24;Populus tremula;5;2004;118.2058821;123;28.5;NA;14.14
35067;14;24;Populus tremula;5;2004;120.5210081;126;28.5;NA;14.14
35067;15;62;Picea abies;5;2004;71.01048489;81;17.5;NA;39.29
35067;16;24;Populus tremula;5;2004;78.57563005;82;27;NA;39.29
35067;17;24;Populus tremula;5;2004;92.83613409;99;28;NA;39.29
35067;18;62;Picea abies;5;2004;83.00838791;91;21;NA;39.29
35067;19;62;Picea abies;5;2004;91.67016163;95;21;NA;39.29
35067;20;62;Picea abies;5;2004;69.33822628;74;17.5;NA;39.29
35067;21;62;Picea abies;5;2004;86.00838791;94;16.5;NA;39.29
35067;22;62;Picea abies;5;2004;90.67435558;98;26;NA;39.29
35067;23;62;Picea abies;5;2004;76.67435558;84;20.5;NA;39.29
35067;24;62;Picea abies;5;2004;56.33822628;61;16.5;NA;88.4
35067;25;62;Picea abies;5;2004;37.00209698;39;14.5;NA;88.41
35067;26;62;Picea abies;5;2004;68.00419395;72;20.5;NA;88.39
35067;27;62;Picea abies;5;2004;31.3361293;34;6.6;NA;88.41
35598;1;3;Quercus petraea;5;2004;41.62745463;43;10.7;NA;176.82
35598;2;3;Quercus petraea;5;2004;39;39;7.5;NA;176.82
35598;3;3;Quercus petraea;5;2004;56.62745463;58;10.7;NA;176.8
35598;4;3;Quercus petraea;5;2004;36.31372731;37;9;NA;176.82
35598;5;3;Quercus petraea;5;2004;36.62745463;38;10.1;NA;176.82
35598;6;3;Quercus petraea;5;2004;39;39;8.5;NA;88.41
35598;7;17C;Fraxinus excelsior;5;2004;37.3318482;38;9.5;NA;88.41
35598;8;21O;Acer opalus;5;2004;30.67804782;32;7.7;NA;707.3
35598;9;15S;Acer pseudoplatanus;5;2004;37.01707173;39;10.1;NA;88.41
35598;10;15S;Acer pseudoplatanus;5;2004;33.01707173;35;9.6;NA;88.41
35598;11;17C;Fraxinus excelsior;5;2004;31.3318482;32;7.5;NA;88.41
35598;12;20G;Tilia platyphyllos;5;2004;52.9760403;55;8.5;NA;88.4
35598;13;20G;Tilia platyphyllos;5;2004;64.27742736;69;12.4;NA;88.39
35598;14;20G;Tilia platyphyllos;5;2004;62.30138706;65;11.7;NA;88.39
41267;1;62;Picea abies;5;2004;192.0062909;198;30.5;NA;14.14
41267;2;62;Picea abies;5;2004;135.0062909;141;33.5;NA;14.14
41267;3;18M;Ulmus glabra;5;2004;63.53089502;75;20;NA;39.29
41267;4;18M;Ulmus glabra;5;2004;19.92812089;26;6.8;NA;88.42
41267;5;23SO;Sorbus aucuparia;5;2004;38.65069353;40;10;NA;88.41
41267;6;23SO;Sorbus aucuparia;5;2004;41.30138706;44;9.5;NA;88.41
41267;7;23SO;Sorbus aucuparia;5;2004;42.30138706;45;10;NA;88.41
46362;1;9;Fagus sylvatica;5;2004;25.70758204;27;6.2;NA;176.83
46362;2;9;Fagus sylvatica;5;2004;25;25;6;NA;176.83
46362;3;9;Fagus sylvatica;5;2004;32.35379102;33;7.5;NA;176.83
46362;4;9;Fagus sylvatica;5;2004;34.70758204;36;6.5;NA;176.82
46362;5;9;Fagus sylvatica;5;2004;24.70758204;26;8;NA;176.83
46362;6;9;Fagus sylvatica;5;2004;30.35379102;31;6;NA;88.41
46362;7;3;Quercus petraea;5;2004;32.31372731;33;6.8;NA;88.41
46362;8;21O;Acer opalus;5;2004;31.67804782;33;7.2;NA;88.41
46362;9;3;Quercus petraea;5;2004;40.94118194;43;7.5;NA;88.41
46362;10;23AB;Sorbus aria;5;2004;25.65069353;27;6.5;NA;88.41
47342;1;3;Quercus petraea;5;2004;34.13727314;41;6.5;NA;176.82
47342;2;23AB;Sorbus aria;5;2004;29.95208059;34;8.2;NA;176.82
47342;3;23AB;Sorbus aria;5;2004;31.95208059;36;7.4;NA;176.82
47342;4;23AB;Sorbus aria;5;2004;43.55485472;53;7.5;NA;176.8
48257;1;61;Abies alba;5;2004;116.3505272;123;24.8;NA;14.14
48257;2;61;Abies alba;5;2004;123.0206327;131;26.8;NA;14.14
48257;3;9;Fagus sylvatica;5;2004;129.4765371;134;21.5;NA;14.14
48257;4;61;Abies alba;5;2004;27.34021089;30;6;NA;88.41
48257;5;9;Fagus sylvatica;5;2004;115.4151641;118;22.8;NA;39.28
48257;6;61;Abies alba;5;2004;149.6907381;159;30;NA;14.14
48257;7;62;Picea abies;5;2004;162.0083879;170;33;NA;14.14
48257;8;61;Abies alba;5;2004;94.3556854;103;26.6;NA;39.28
48257;9;15S;Acer pseudoplatanus;5;2004;194.0512152;200;25;NA;14.14
48257;10;61;Abies alba;5;2004;145.6752636;149;25;NA;14.14
48257;11;61;Abies alba;5;2004;137.0154745;143;26.4;NA;14.14
48257;12;9;Fagus sylvatica;5;2004;105.707582;107;21.8;NA;39.28
48257;13;9;Fagus sylvatica;5;2004;104.0613731;106;21;NA;39.28
48257;14;9;Fagus sylvatica;5;2004;128.1841192;134;23.3;NA;14.14
48257;15;61;Abies alba;5;2004;154.68558;162;29;NA;14.14
48257;16;62;Picea abies;5;2004;127.3382263;132;27.4;NA;14.14
48257;17;61;Abies alba;5;2004;42.33505272;43;11.4;NA;88.41
48257;18;23AB;Sorbus aria;5;2004;99.9760403;102;17;NA;39.28
48719;1;62;Picea abies;5;2004;135.6722586;141;27.3;NA;14.14
48719;2;62;Picea abies;5;2004;144.0062909;150;24;NA;14.14
48719;3;62;Picea abies;5;2004;145.6743556;153;25.8;NA;14.14
48719;4;62;Picea abies;5;2004;155.0083879;163;27.4;NA;14.14
48719;5;62;Picea abies;5;2004;118.6722586;124;25.6;NA;14.14
48719;6;62;Picea abies;5;2004;71.67016163;75;15.6;NA;39.29
48719;7;62;Picea abies;5;2004;90.33403233;91;18;NA;39.29
48719;8;62;Picea abies;5;2004;103.3361293;106;23.4;NA;39.28
48719;9;62;Picea abies;5;2004;97.67645256;107;24.2;NA;39.28
48719;10;62;Picea abies;5;2004;77.33403233;78;16.2;NA;39.29
48719;11;62;Picea abies;5;2004;105.6680647;107;23;NA;39.28
51429;1;15S;Acer pseudoplatanus;5;2004;146.7804782;160;24;NA;14.14
51429;2;15S;Acer pseudoplatanus;5;2004;231.0682869;239;26;NA;14.14
51429;3;10;Castanea sativa;5;2004;190.9707221;193;22.6;NA;14.14
51429;4;62;Picea abies;5;2004;134.3382263;139;27;NA;14.14
51429;5;9;Fagus sylvatica;5;2004;254.2454923;262;39;NA;14.14
51429;6;9;Fagus sylvatica;5;2004;237.5379102;244;40;NA;14.14
51429;7;9;Fagus sylvatica;5;2004;129.4151641;132;25;NA;14.14
51429;8;10;Castanea sativa;5;2004;127.6178702;131;22;NA;14.14
51429;9;9;Fagus sylvatica;5;2004;124.8447755;141;22;NA;14.14
51429;10;9;Fagus sylvatica;5;2004;67.18411919;73;20.5;NA;39.29
51429;11;11;Carpinus betulus;5;2004;83.65076649;94;15.5;NA;39.29
51429;12;15S;Acer pseudoplatanus;5;2004;85.71219128;91;24;NA;39.29
51429;13;17C;Fraxinus excelsior;5;2004;85.32739279;88;25;NA;39.29
51429;14;22M;Prunus avium;5;2004;98.01001133;102;19.5;NA;39.28
51429;15;22M;Prunus avium;5;2004;109.3350019;110;21;NA;39.28
51429;16;15S;Acer pseudoplatanus;5;2004;77.78047821;91;21;NA;39.29
51429;17;11;Carpinus betulus;5;2004;45.82538324;51;11.5;NA;88.4
51429;18;11;Carpinus betulus;5;2004;58.82538324;64;13;NA;88.39
51429;19;11;Carpinus betulus;5;2004;32.82538324;38;10.5;NA;88.41
51429;20;11;Carpinus betulus;5;2004;28.35317291;29;8;NA;88.41
51429;22;17C;Fraxinus excelsior;5;2004;157.3140266;166;27.5;NA;14.14
53063;1;62;Picea abies;5;2004;195.6722586;201;32.5;NA;14.14
53063;2;62;Picea abies;5;2004;123.3382263;128;27.2;NA;14.14
53063;3;9;Fagus sylvatica;5;2004;144.707582;146;26;NA;28.29
53063;4;9;Fagus sylvatica;5;2004;130.8303282;136;30;NA;56.58
53063;5;9;Fagus sylvatica;5;2004;121.1227461;125;28.2;NA;42.43
53063;6;9;Fagus sylvatica;5;2004;126.1227461;130;27;NA;28.29
53063;7;9;Fagus sylvatica;5;2004;144.707582;146;29.8;NA;28.29
53063;8;9;Fagus sylvatica;5;2004;105.707582;107;27;NA;117.85
53063;9;9;Fagus sylvatica;5;2004;98.76895511;102;26.5;NA;117.85
53063;10;9;Fagus sylvatica;5;2004;82.35379102;83;16.5;NA;117.87
53063;11;9;Fagus sylvatica;5;2004;116.1227461;120;25.5;NA;117.84
53063;12;9;Fagus sylvatica;5;2004;95.35379102;96;26;NA;117.86
53063;13;9;Fagus sylvatica;5;2004;118.707582;120;27.5;NA;117.84
53063;14;9;Fagus sylvatica;5;2004;95.41516408;98;20;NA;39.29
53063;15;9;Fagus sylvatica;5;2004;35.35379102;36;13.2;NA;88.41
53063;16;9;Fagus sylvatica;5;2004;39;39;10.8;NA;88.41
53063;17;9;Fagus sylvatica;5;2004;57.35379102;58;20;NA;88.4
53063;18;9;Fagus sylvatica;5;2004;69.35379102;70;18.5;NA;88.39
100733;1;15S;Acer pseudoplatanus;5;2005;119.0341435;123;22;NA;14.14
100733;2;9;Fagus sylvatica;5;2005;146.2454923;154;26;NA;14.14
100733;3;24;Populus tremula;5;2005;100.5210081;106;25;NA;39.28
100733;4;24;Populus tremula;5;2005;82.63025202;84;17;NA;39.29
100733;5;9;Fagus sylvatica;5;2005;146.2454923;154;26;NA;14.14
100733;6;24;Populus tremula;5;2005;106.4117641;116;21;NA;39.28
100733;7;24;Populus tremula;5;2005;81.89075606;86;25;NA;39.29
100733;8;9;Fagus sylvatica;5;2005;29.53791021;36;14.3;NA;88.41
100733;9;9;Fagus sylvatica;5;2005;38.9530743;48;15.6;NA;88.41
100733;10;21O;Acer opalus;5;2005;33.01707173;35;13.5;NA;176.82
100733;11;62;Picea abies;5;2005;22.00419395;26;4.9;NA;88.42
100733;12;62;Picea abies;5;2005;44.33822628;49;9.3;NA;88.4
100733;13;9;Fagus sylvatica;5;2005;46.89170123;54;21;NA;88.4
100733;14;15S;Acer pseudoplatanus;5;2005;57.03414346;61;23.5;NA;88.4
100733;15;11;Carpinus betulus;5;2005;28.05951872;30;12.5;NA;88.41
100733;16;11;Carpinus betulus;5;2005;30.70634581;32;15.1;NA;88.41
100733;17;11;Carpinus betulus;5;2005;23.70634581;25;10.5;NA;88.42
100733;18;11;Carpinus betulus;5;2005;26.35317291;27;10.8;NA;88.41
100733;19;11;Carpinus betulus;5;2005;27.70634581;29;10.6;NA;88.41
100733;20;11;Carpinus betulus;5;2005;25.05951872;27;10.8;NA;88.41
100733;21;11;Carpinus betulus;5;2005;43.05951872;45;17.5;NA;88.41
100733;22;11;Carpinus betulus;5;2005;26.35317291;27;8.6;NA;88.41
