"cellID"	"sp"	"n"	"dbh"	"Area"	"XCenter"	"YCenter"	"Dg"	"BA"	"Gini"	"NHA"	"Compo"	"Cluster"	"Ncells"
"73"	1254990	"Abies alba"	1	47.0219784685944	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"74"	1254990	"Abies alba"	7	7.93623285447699	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"75"	1254990	"Abies alba"	3	32.0010139789598	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"76"	1254990	"Abies alba"	7	15.2367053978355	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"77"	1254990	"Betula pendula"	3	29.3402486996443	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"78"	1254990	"Fagus sylvatica"	3	36.2586136196363	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"79"	1254990	"Fagus sylvatica"	8	18.4715938618779	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"80"	1254990	"Fagus sylvatica"	8	12.113205643109	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"81"	1254990	"Fagus sylvatica"	3	30.988577278276	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"82"	1254990	"Fagus sylvatica"	8	13.0216960663422	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"83"	1254990	"Fagus sylvatica"	8	14.2330166306531	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"84"	1254990	"Populus tremula"	1	41.1054444041072	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"85"	1254990	"Populus tremula"	3	34.2808710585652	1	951167.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"86"	1254991	"Abies alba"	8	12.5546538713422	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"87"	1254991	"Abies alba"	1	53.5020355662015	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"88"	1254991	"Abies alba"	1	43.2639917232864	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"89"	1254991	"Abies alba"	4	28.3480738223349	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"90"	1254991	"Abies alba"	1	52.5112571297903	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"91"	1254991	"Abies alba"	8	8.75906084047127	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"92"	1254991	"Abies alba"	1	49.2086623417532	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"93"	1254991	"Abies alba"	1	40.6219158928567	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"94"	1254991	"Abies alba"	1	47.2271054689309	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"95"	1254991	"Acer pseudoplatanus"	1	58.1579298234515	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"96"	1254991	"Fagus sylvatica"	1	38.9658129817125	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"97"	1254991	"Fagus sylvatica"	3	33.0188055127013	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"98"	1254991	"Fagus sylvatica"	3	29.9407812699918	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"99"	1254991	"Fagus sylvatica"	3	29.660960884291	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"100"	1254991	"Fagus sylvatica"	1	38.9658129817125	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"101"	1254991	"Picea abies"	1	56.1441113966312	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"102"	1254991	"Picea abies"	1	43.5942512020901	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"103"	1254991	"Sorbus aria"	3	28.5416793414875	1	951192.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"104"	1254992	"Acer opalus"	3	16.3129089469149	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"105"	1254992	"Acer opalus"	3	18.9582455329011	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"106"	1254992	"Fagus sylvatica"	1	38.4799828641098	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"107"	1254992	"Fagus sylvatica"	1	37.1623778434096	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"108"	1254992	"Fagus sylvatica"	1	45.8166302179022	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"109"	1254992	"Fagus sylvatica"	3	13.6675723609287	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"110"	1254992	"Fagus sylvatica"	1	42.7621882033754	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"111"	1254992	"Fagus sylvatica"	1	44.7984828797266	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
